date,open,high,low,close
1996-04-30,0.15212596029512437,0.15212596029512437,0.15212596029512437,0.15212596029512437
1996-05-31,0.1536617597344725,0.1536617597344725,0.1536617597344725,0.1536617597344725
1996-06-30,0.15374208228276243,0.15374208228276243,0.15374208228276243,0.15374208228276243
1996-07-31,0.15703517587939697,0.15703517587939697,0.15703517587939697,0.15703517587939697
1996-08-31,0.15597217456405776,0.15597217456405776,0.15597217456405776,0.15597217456405776
1996-09-30,0.1540309910353963,0.1540309910353963,0.1540309910353963,0.1540309910353963
1996-10-31,0.15661707126076743,0.15661707126076743,0.15661707126076743,0.15661707126076743
1996-11-30,0.1556396009400632,0.1556396009400632,0.1556396009400632,0.1556396009400632
1996-12-31,0.15680125441003528,0.15680125441003528,0.15680125441003528,0.15680125441003528
1997-01-31,0.15424957581366652,0.15424957581366652,0.15424957581366652,0.15424957581366652
1997-02-28,0.14835034417279847,0.14835034417279847,0.14835034417279847,0.14835034417279847
1997-03-31,0.1511647241999607,0.1511647241999607,0.1511647241999607,0.1511647241999607
1997-04-30,0.140431687005856,0.140431687005856,0.140431687005856,0.140431687005856
1997-05-31,0.14058963292046844,0.14058963292046844,0.14058963292046844,0.14058963292046844
1997-06-30,0.13642937051488446,0.13642937051488446,0.13642937051488446,0.13642937051488446
1997-07-31,0.13112002727296568,0.13112002727296568,0.13112002727296568,0.13112002727296568
1997-08-31,0.13364874437004665,0.13364874437004665,0.13364874437004665,0.13364874437004665
1997-09-30,0.1415929203539823,0.1415929203539823,0.1415929203539823,0.1415929203539823
1997-10-31,0.1423629400794385,0.1423629400794385,0.1423629400794385,0.1423629400794385
1997-11-30,0.13896609227348528,0.13896609227348528,0.13896609227348528,0.13896609227348528
1997-12-31,0.1356152865551005,0.1356152865551005,0.1356152865551005,0.1356152865551005
1998-01-31,0.1316898440792246,0.1316898440792246,0.1316898440792246,0.1316898440792246
1998-02-28,0.13182177695755337,0.13182177695755337,0.13182177695755337,0.13182177695755337
1998-03-31,0.13119055428009185,0.13119055428009185,0.13119055428009185,0.13119055428009185
1998-04-30,0.13408420488066505,0.13408420488066505,0.13408420488066505,0.13408420488066505
1998-05-31,0.13232239027165787,0.13232239027165787,0.13232239027165787,0.13232239027165787
1998-06-30,0.13051422605063953,0.13051422605063953,0.13051422605063953,0.13051422605063953
1998-07-31,0.13260313208597987,0.13260313208597987,0.13260313208597987,0.13260313208597987
1998-08-31,0.12813120635530784,0.12813120635530784,0.12813120635530784,0.12813120635530784
1998-09-30,0.13537295248409367,0.13537295248409367,0.13537295248409367,0.13537295248409367
1998-10-31,0.1368738023542294,0.1368738023542294,0.1368738023542294,0.1368738023542294
1998-11-30,0.1332196525631461,0.1332196525631461,0.1332196525631461,0.1332196525631461
1998-12-31,0.13242402171753956,0.13242402171753956,0.13242402171753956,0.13242402171753956
1999-01-31,0.13269462984833003,0.13269462984833003,0.13269462984833003,0.13269462984833003
1999-02-28,0.12662395218679565,0.12662395218679565,0.12662395218679565,0.12662395218679565
1999-03-31,0.12878631774160312,0.12878631774160312,0.12878631774160312,0.12878631774160312
1999-04-30,0.12805081056163084,0.12805081056163084,0.12805081056163084,0.12805081056163084
1999-05-31,0.12670256572695596,0.12670256572695596,0.12670256572695596,0.12670256572695596
1999-06-30,0.1276845680431063,0.1276845680431063,0.1276845680431063,0.1276845680431063
1999-07-31,0.12864549161874622,0.12864549161874622,0.12864549161874622,0.12864549161874622
1999-08-31,0.12743723716069835,0.12743723716069835,0.12743723716069835,0.12743723716069835
1999-09-30,0.12983134907754826,0.12983134907754826,0.12983134907754826,0.12983134907754826
1999-10-31,0.12783636944710772,0.12783636944710772,0.12783636944710772,0.12783636944710772
1999-11-30,0.12402331638348009,0.12402331638348009,0.12402331638348009,0.12402331638348009
1999-12-31,0.12473960607232402,0.12473960607232402,0.12473960607232402,0.12473960607232402
2000-01-31,0.12005666674670445,0.12005666674670445,0.12005666674670445,0.12005666674670445
2000-02-29,0.11921508786151976,0.11921508786151976,0.11921508786151976,0.11921508786151976
2000-03-31,0.1180930336919425,0.1180930336919425,0.1180930336919425,0.1180930336919425
2000-04-30,0.11179179895362877,0.11179179895362877,0.11179179895362877,0.11179179895362877
2000-05-31,0.11246569796212155,0.11246569796212155,0.11246569796212155,0.11246569796212155
2000-06-30,0.1163345315790086,0.1163345315790086,0.1163345315790086,0.1163345315790086
2000-07-31,0.11293692472753968,0.11293692472753968,0.11293692472753968,0.11293692472753968
2000-08-31,0.110046109319805,0.110046109319805,0.110046109319805,0.110046109319805
2000-09-30,0.1102718200363897,0.1102718200363897,0.1102718200363897,0.1102718200363897
2000-10-31,0.10782833728703904,0.10782833728703904,0.10782833728703904,0.10782833728703904
2000-11-30,0.10791095188250656,0.10791095188250656,0.10791095188250656,0.10791095188250656
2000-12-31,0.11359634674148879,0.11359634674148879,0.11359634674148879,0.11359634674148879
